id,coordinates,flood_risk,date,longitude,latitude,max_risk_last_2_weeks,sum_risk_last_2_weeks,radius,hotspot_name
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6c,"(29.5066, 6.8878)",0,"Tuesday, December 17, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6d,"(29.5066, 6.8878)",0,"Wednesday, December 18, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6e,"(29.5066, 6.8878)",0,"Thursday, December 19, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6f,"(29.5066, 6.8878)",0,"Friday, December 20, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d70,"(29.5066, 6.8878)",0,"Saturday, December 21, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d71,"(29.5066, 6.8878)",0,"Sunday, December 22, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f83,"(32.3772, 0.4037)",0,"Monday, December 09, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f84,"(32.3772, 0.4037)",0,"Tuesday, December 10, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f85,"(32.3772, 0.4037)",0,"Wednesday, December 11, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f86,"(32.3772, 0.4037)",0,"Thursday, December 12, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f87,"(32.3772, 0.4037)",0,"Friday, December 13, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f88,"(32.3772, 0.4037)",0,"Saturday, December 14, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f89,"(32.3772, 0.4037)",0,"Sunday, December 15, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8a,"(32.3772, 0.4037)",0,"Monday, December 16, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8b,"(32.3772, 0.4037)",0,"Tuesday, December 17, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8c,"(32.3772, 0.4037)",0,"Wednesday, December 18, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8d,"(32.3772, 0.4037)",0,"Thursday, December 19, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8e,"(32.3772, 0.4037)",0,"Friday, December 20, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f8f,"(32.3772, 0.4037)",0,"Saturday, December 21, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7f90,"(32.3772, 0.4037)",0,"Sunday, December 22, 2024",32.3772,0.4037,0,0,2,"Nonve, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e5d,"(37.6631, 7.9301)",0,"Monday, December 09, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e5c,"(37.6631, 7.9301)",0,"Tuesday, December 10, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e5b,"(37.6631, 7.9301)",0,"Wednesday, December 11, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e5a,"(37.6631, 7.9301)",0,"Thursday, December 12, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e59,"(37.6631, 7.9301)",0,"Friday, December 13, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e58,"(37.6631, 7.9301)",0,"Saturday, December 14, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e57,"(37.6631, 7.9301)",0,"Sunday, December 15, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e56,"(37.6631, 7.9301)",0,"Monday, December 16, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e55,"(37.6631, 7.9301)",0,"Tuesday, December 17, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e54,"(37.6631, 7.9301)",0,"Wednesday, December 18, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e53,"(37.6631, 7.9301)",0,"Thursday, December 19, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e52,"(37.6631, 7.9301)",0,"Friday, December 20, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e51,"(37.6631, 7.9301)",0,"Saturday, December 21, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7e50,"(37.6631, 7.9301)",0,"Sunday, December 22, 2024",37.6631,7.9301,0,0,2,"Doba, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c3e,"(31.1922, -2.7339)",0,"Monday, December 09, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c3d,"(31.1922, -2.7339)",0,"Tuesday, December 10, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c3c,"(31.1922, -2.7339)",0,"Wednesday, December 11, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c3b,"(31.1922, -2.7339)",0,"Thursday, December 12, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c3a,"(31.1922, -2.7339)",0,"Friday, December 13, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c39,"(31.1922, -2.7339)",0,"Saturday, December 14, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c38,"(31.1922, -2.7339)",0,"Sunday, December 15, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c37,"(31.1922, -2.7339)",0,"Monday, December 16, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c36,"(31.1922, -2.7339)",0,"Tuesday, December 17, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c35,"(31.1922, -2.7339)",0,"Wednesday, December 18, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c34,"(31.1922, -2.7339)",0,"Thursday, December 19, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c33,"(31.1922, -2.7339)",0,"Friday, December 20, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c32,"(31.1922, -2.7339)",0,"Saturday, December 21, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7c31,"(31.1922, -2.7339)",0,"Sunday, December 22, 2024",31.1922,-2.7339,0,0,2,"Kirehe, Tanzania"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a1d,"(36.7013, 7.3957)",0,"Monday, December 09, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a1c,"(36.7013, 7.3957)",0,"Tuesday, December 10, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a1b,"(36.7013, 7.3957)",0,"Wednesday, December 11, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a1a,"(36.7013, 7.3957)",0,"Thursday, December 12, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a19,"(36.7013, 7.3957)",0,"Friday, December 13, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a18,"(36.7013, 7.3957)",0,"Saturday, December 14, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a17,"(36.7013, 7.3957)",0,"Sunday, December 15, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a16,"(36.7013, 7.3957)",0,"Monday, December 16, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a15,"(36.7013, 7.3957)",0,"Tuesday, December 17, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a14,"(36.7013, 7.3957)",0,"Wednesday, December 18, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a13,"(36.7013, 7.3957)",0,"Thursday, December 19, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a12,"(36.7013, 7.3957)",0,"Friday, December 20, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a11,"(36.7013, 7.3957)",0,"Saturday, December 21, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7a10,"(36.7013, 7.3957)",0,"Sunday, December 22, 2024",36.7013,7.3957,0,0,2,"Kemo, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77fe,"(32.7274, 2.3801)",0,"Monday, December 09, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77fd,"(32.7274, 2.3801)",0,"Tuesday, December 10, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77fc,"(32.7274, 2.3801)",0,"Wednesday, December 11, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77fb,"(32.7274, 2.3801)",0,"Thursday, December 12, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77fa,"(32.7274, 2.3801)",0,"Friday, December 13, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f9,"(32.7274, 2.3801)",0,"Saturday, December 14, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f8,"(32.7274, 2.3801)",0,"Sunday, December 15, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f7,"(32.7274, 2.3801)",0,"Monday, December 16, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f6,"(32.7274, 2.3801)",0,"Tuesday, December 17, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f5,"(32.7274, 2.3801)",0,"Wednesday, December 18, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f4,"(32.7274, 2.3801)",0,"Thursday, December 19, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f3,"(32.7274, 2.3801)",0,"Friday, December 20, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f2,"(32.7274, 2.3801)",0,"Saturday, December 21, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-77f1,"(32.7274, 2.3801)",0,"Sunday, December 22, 2024",32.7274,2.3801,0,0,2,"Abongodero, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75df,"(30.739, 2.408)",0,"Monday, December 09, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75de,"(30.739, 2.408)",0,"Tuesday, December 10, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75dd,"(30.739, 2.408)",0,"Wednesday, December 11, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75dc,"(30.739, 2.408)",0,"Thursday, December 12, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75db,"(30.739, 2.408)",0,"Friday, December 13, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75da,"(30.739, 2.408)",0,"Saturday, December 14, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d9,"(30.739, 2.408)",0,"Sunday, December 15, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d8,"(30.739, 2.408)",0,"Monday, December 16, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d7,"(30.739, 2.408)",0,"Tuesday, December 17, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d6,"(30.739, 2.408)",0,"Wednesday, December 18, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d5,"(30.739, 2.408)",0,"Thursday, December 19, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d4,"(30.739, 2.408)",0,"Friday, December 20, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d3,"(30.739, 2.408)",0,"Saturday, December 21, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-75d2,"(30.739, 2.408)",0,"Sunday, December 22, 2024",30.739,2.408,0,0,2,"Site, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73c0,"(36.9622, 18.9942)",0,"Monday, December 09, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73bf,"(36.9622, 18.9942)",0,"Tuesday, December 10, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73be,"(36.9622, 18.9942)",0,"Wednesday, December 11, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73bd,"(36.9622, 18.9942)",0,"Thursday, December 12, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73bc,"(36.9622, 18.9942)",0,"Friday, December 13, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73bb,"(36.9622, 18.9942)",0,"Saturday, December 14, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73ba,"(36.9622, 18.9942)",0,"Sunday, December 15, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b9,"(36.9622, 18.9942)",0,"Monday, December 16, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b8,"(36.9622, 18.9942)",0,"Tuesday, December 17, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b7,"(36.9622, 18.9942)",0,"Wednesday, December 18, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b6,"(36.9622, 18.9942)",0,"Thursday, December 19, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b5,"(36.9622, 18.9942)",0,"Friday, December 20, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b4,"(36.9622, 18.9942)",0,"Saturday, December 21, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-73b3,"(36.9622, 18.9942)",0,"Sunday, December 22, 2024",36.9622,18.9942,0,0,2,"Gebeit, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730f,"(31.9901, 19.0732)",0,"Monday, December 09, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730e,"(31.9901, 19.0732)",0,"Tuesday, December 10, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730d,"(31.9901, 19.0732)",0,"Wednesday, December 11, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730c,"(31.9901, 19.0732)",0,"Thursday, December 12, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730b,"(31.9901, 19.0732)",0,"Friday, December 13, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-730a,"(31.9901, 19.0732)",0,"Saturday, December 14, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7309,"(31.9901, 19.0732)",0,"Sunday, December 15, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7308,"(31.9901, 19.0732)",0,"Monday, December 16, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7307,"(31.9901, 19.0732)",0,"Tuesday, December 17, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7306,"(31.9901, 19.0732)",0,"Wednesday, December 18, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7305,"(31.9901, 19.0732)",0,"Thursday, December 19, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7304,"(31.9901, 19.0732)",0,"Friday, December 20, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7303,"(31.9901, 19.0732)",0,"Saturday, December 21, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-7302,"(31.9901, 19.0732)",0,"Sunday, December 22, 2024",31.9901,19.0732,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70ef,"(38.7626, 6.5213)",0,"Monday, December 09, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70ee,"(38.7626, 6.5213)",0,"Tuesday, December 10, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70ed,"(38.7626, 6.5213)",0,"Wednesday, December 11, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70ec,"(38.7626, 6.5213)",0,"Thursday, December 12, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70eb,"(38.7626, 6.5213)",0,"Friday, December 13, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70ea,"(38.7626, 6.5213)",0,"Saturday, December 14, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e9,"(38.7626, 6.5213)",0,"Sunday, December 15, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e8,"(38.7626, 6.5213)",0,"Monday, December 16, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e7,"(38.7626, 6.5213)",0,"Tuesday, December 17, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e6,"(38.7626, 6.5213)",0,"Wednesday, December 18, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e5,"(38.7626, 6.5213)",0,"Thursday, December 19, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e4,"(38.7626, 6.5213)",0,"Friday, December 20, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e3,"(38.7626, 6.5213)",0,"Saturday, December 21, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-70e2,"(38.7626, 6.5213)",0,"Sunday, December 22, 2024",38.7626,6.5213,0,0,2,"Horancia, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ed0,"(32.4549, 16.1717)",0,"Monday, December 09, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ecf,"(32.4549, 16.1717)",0,"Tuesday, December 10, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ece,"(32.4549, 16.1717)",0,"Wednesday, December 11, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ecd,"(32.4549, 16.1717)",0,"Thursday, December 12, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ecc,"(32.4549, 16.1717)",0,"Friday, December 13, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ecb,"(32.4549, 16.1717)",0,"Saturday, December 14, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6eca,"(32.4549, 16.1717)",0,"Sunday, December 15, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec9,"(32.4549, 16.1717)",0,"Monday, December 16, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec8,"(32.4549, 16.1717)",0,"Tuesday, December 17, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec7,"(32.4549, 16.1717)",0,"Wednesday, December 18, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec6,"(32.4549, 16.1717)",0,"Thursday, December 19, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec5,"(32.4549, 16.1717)",0,"Friday, December 20, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec4,"(32.4549, 16.1717)",0,"Saturday, December 21, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6ec3,"(32.4549, 16.1717)",0,"Sunday, December 22, 2024",32.4549,16.1717,0,0,2,"Wad Ramli, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6cb1,"(32.3368, 4.1463)",0,"Monday, December 09, 2024",32.3368,4.1463,0,0,2,"Magwi, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6cb0,"(32.3368, 4.1463)",0,"Tuesday, December 10, 2024",32.3368,4.1463,0,0,2,"Magwi, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6caf,"(32.3368, 4.1463)",0,"Wednesday, December 11, 2024",32.3368,4.1463,0,0,2,"Magwi, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193f03655f5_-6cae,"(32.3368, 4.1463)",0,"Thursday, December 12, 2024",32.3368,4.1463,0,0,2,"Magwi, South Sudan"
